Type,Data
Driver,"4427,EPQTE,43,False,True,True,False,True,None"
Driver,"4428,LPGGA,41,True,False,True,False,True,None"
Driver,"4429,XBABS,35,False,True,False,False,False,None"
Driver,"4430,JQHPV,57,False,False,True,False,True,None"
Driver,"4431,XPKJQ,21,False,True,False,False,False,None"
Driver,"4432,KNNRC,32,True,False,True,True,False,None"
Driver,"4433,KOEMP,30,False,True,True,True,False,None"
Driver,"4434,QXBQD,28,False,True,True,False,True,None"
Driver,"4435,XUROO,26,False,True,False,True,True,None"
Driver,"4436,XYPID,50,False,False,True,False,True,None"
Driver,"4437,WOOMM,39,False,True,True,True,False,None"
Driver,"4438,URXZX,59,False,False,True,True,True,None"
Driver,"4439,EDNYP,33,True,False,True,False,False,None"
Driver,"4440,IOZUW,20,False,False,False,False,False,None"
Driver,"4441,EOCXY,49,False,True,False,False,False,None"
Driver,"4442,NSQJQ,57,True,True,False,True,False,None"
Driver,"4443,UFAJE,28,False,True,False,True,False,None"
Driver,"4444,FYBYW,31,False,False,False,False,False,None"
Driver,"4445,VRVZO,24,True,True,False,True,True,None"
Driver,"4446,XJKRM,44,False,False,False,True,True,None"
Driver,"4447,TWIMH,25,False,False,True,True,False,None"
Driver,"4448,RTXDH,52,False,False,True,False,False,None"
Driver,"4449,DGBFS,29,True,True,True,True,False,None"
Driver,"4450,YAYKV,57,True,True,False,False,True,None"
Driver,"4451,FMTDX,50,False,False,True,True,True,None"
Driver,"4452,HEVCZ,34,True,True,True,True,True,None"
Driver,"4453,ZJXGU,49,True,False,True,True,True,None"
Driver,"4454,BLFEC,57,False,False,False,True,False,None"
Driver,"4455,NWSQC,30,True,False,True,False,False,None"
Driver,"4456,PIAYE,22,True,True,True,True,True,None"
Driver,"4457,QNMDF,21,False,True,False,False,False,None"
Driver,"4458,PKWWO,47,False,True,False,True,False,None"
Driver,"4459,LKMAW,26,True,True,True,True,False,None"
Driver,"4460,QGFDD,49,False,True,True,False,False,None"
Driver,"4461,IYOIM,23,True,False,True,True,False,None"
Driver,"4462,CXTSA,36,False,False,True,False,True,None"
Driver,"4463,BBSEP,20,False,False,True,True,True,None"
Driver,"4464,KHVAY,39,True,False,False,False,False,None"
Driver,"4465,YOQOX,57,False,True,True,True,False,None"
Driver,"4466,SASWU,56,False,False,False,True,False,None"
Driver,"4467,MHMMK,43,True,True,False,True,True,None"
Driver,"4468,BNRPO,22,True,False,False,True,True,None"
Driver,"4469,BEUQO,40,True,True,False,True,False,None"
Driver,"4470,VDWCN,41,False,True,False,False,False,None"
Driver,"4471,AOKSP,44,False,True,False,False,False,None"
Driver,"4472,EKNNP,52,False,True,False,False,True,None"
Driver,"4473,BVVOP,59,True,True,True,True,True,None"
Driver,"4474,LFPGY,55,True,True,False,True,True,None"
Driver,"4475,IRDCU,56,False,False,True,True,True,None"
Driver,"4476,ZONDS,38,True,True,True,False,False,None"
Driver,"4477,OSEKV,57,False,False,True,True,False,None"
Driver,"4478,MLMCF,39,False,False,True,False,False,None"
Driver,"4479,UGCLX,44,True,False,False,False,True,None"
Driver,"4480,DELJS,30,False,True,True,True,False,None"
Driver,"4481,GZRFV,48,True,False,False,True,False,None"
Driver,"4482,MALXB,47,True,True,True,False,True,None"
Driver,"4483,CFFVJ,45,False,False,True,True,False,None"
Driver,"4484,JFEXS,31,True,False,True,False,False,None"
Driver,"4485,TISND,38,True,False,True,False,False,None"
Driver,"4486,YIOZU,37,True,True,False,True,False,None"
Driver,"4487,HCUAM,47,False,True,False,False,True,None"
Driver,"4488,YEEPG,46,False,True,False,True,False,None"
Driver,"4489,BNAYG,29,True,True,True,False,True,None"
Driver,"4490,IMTQG,35,True,True,True,False,False,None"
Driver,"4491,GXSGS,51,True,False,False,False,True,None"
Driver,"4492,HONSW,24,True,False,False,False,False,None"
Driver,"4493,CFXZT,58,False,True,True,True,False,None"
Driver,"4494,WDBJZ,26,True,False,True,True,False,None"
Driver,"4495,YWGWM,48,True,True,False,True,False,None"
Driver,"4496,YFQUS,25,True,True,True,False,False,None"
Driver,"4497,LVXGM,38,True,False,True,False,False,None"
Driver,"4498,DXHHP,20,True,True,False,False,True,None"
Driver,"4499,JCFUL,28,True,False,False,False,True,None"
Driver,"4500,HWACX,37,False,True,False,True,True,None"
Driver,"4501,EQRIK,31,False,True,True,True,True,None"
Driver,"4502,JDFVS,49,False,True,True,True,False,None"
Driver,"4503,WQMKM,57,False,False,False,True,True,None"
Driver,"4504,EOJKX,53,True,False,True,True,False,None"
Driver,"4505,TFGVX,22,True,True,False,True,False,None"
Driver,"4506,YIWZL,33,False,False,False,False,False,None"
Driver,"4507,ZOLBQ,51,True,True,True,True,False,None"
Driver,"4508,IDCRD,46,False,False,False,True,False,None"
Driver,"4509,EODYJ,37,False,False,True,True,True,None"
Driver,"4510,EYEMQ,29,False,False,True,False,False,None"
Driver,"4511,GYRLJ,31,False,False,False,True,True,None"
Driver,"4512,DEJQK,48,False,True,True,True,True,None"
Driver,"4513,TTMLM,54,False,False,True,False,True,None"
Driver,"4514,SAQEH,57,True,True,False,False,False,None"
Driver,"4515,UDSAO,22,False,False,True,True,False,None"
Driver,"4516,WXAJP,55,False,False,False,False,True,None"
Driver,"4517,BCNGS,34,True,True,False,False,True,None"
Driver,"4518,DZUQZ,56,True,False,True,True,False,None"
Driver,"4519,MWTIT,46,True,False,True,False,True,None"
Driver,"4520,TQRNP,46,True,False,False,True,True,None"
Driver,"4521,EGCNB,48,False,True,False,False,True,None"
Driver,"4522,RJLNL,28,True,False,False,False,False,None"
Driver,"4523,ETNHB,42,False,True,True,False,True,None"
Driver,"4524,BIXZJ,53,False,True,False,True,True,None"
Driver,"4525,QUGZW,31,False,False,True,True,False,None"
Driver,"4526,CTRTS,47,False,False,True,False,True,None"
Driver,"4527,FENKT,25,False,True,True,True,False,None"
Driver,"4528,RAWRO,40,False,True,True,False,True,None"
Driver,"4529,WSVRY,54,True,False,True,False,True,None"
Driver,"4530,WELGR,43,False,True,True,False,False,None"
Driver,"4531,WZDIL,41,False,True,False,False,True,None"
Driver,"4532,HPRAX,47,False,True,True,True,False,None"
Driver,"4533,QTLUA,54,False,False,False,True,False,None"
Driver,"4534,HEKRP,25,False,True,True,False,False,None"
Driver,"4535,PAMRN,59,True,True,False,True,False,None"
Driver,"4536,NXSKB,24,True,True,True,False,True,None"
Driver,"4537,STHFN,21,False,False,True,False,False,None"
Driver,"4538,QZGUY,27,True,True,True,True,True,None"
Driver,"4539,ZADDZ,58,False,True,False,False,False,None"
Driver,"4540,LNYOH,24,False,False,False,True,True,None"
Driver,"4541,DARTY,51,True,False,True,False,False,None"
Driver,"4542,HMCER,40,False,False,False,False,True,None"
Driver,"4543,VTDTM,57,True,False,True,True,True,None"
Driver,"4544,XSHHM,43,False,True,False,True,True,None"
Driver,"4545,NXKKO,55,False,True,True,True,True,None"
Driver,"4546,GJODN,47,False,True,False,False,False,None"
Driver,"4547,JJAJG,28,False,False,True,True,True,None"
Driver,"4548,LHQQR,40,True,False,True,False,False,None"
Driver,"4549,TKRFH,30,False,False,True,True,False,None"
Driver,"4550,ELJGB,41,True,False,True,True,True,None"
Driver,"4551,AFPFY,32,False,False,False,True,True,None"
Driver,"4552,BSHEF,35,False,False,False,False,False,None"
Driver,"4553,XCORQ,55,True,False,False,True,False,None"
Driver,"4554,OZNJO,44,False,False,False,False,False,None"
Driver,"4555,GGIQO,51,False,False,True,True,False,None"
Driver,"4556,RHRXN,46,False,False,True,True,False,None"
Driver,"4557,IBSRR,60,True,True,True,False,True,None"
Driver,"4558,RCNBK,38,True,True,False,False,False,None"
Driver,"4559,OOFRY,20,True,False,True,False,True,None"
Driver,"4560,OABXZ,20,True,False,True,True,False,None"
Driver,"4561,FSMRB,40,False,False,False,True,True,None"
Driver,"4562,XGJFI,27,False,True,False,True,True,None"
Driver,"4563,ZWAKT,32,False,True,True,False,False,None"
Driver,"4564,WOBPP,50,False,True,False,False,True,None"
Driver,"4565,JMSYD,47,False,False,True,True,False,None"
Driver,"4566,DXZWZ,31,True,False,True,True,True,None"
Driver,"4567,JCFMV,43,False,False,False,False,True,None"
Driver,"4568,WVSEJ,60,True,False,False,True,True,None"
Driver,"4569,PKPJF,46,True,False,True,True,True,None"
Driver,"4570,YKRYI,35,True,True,False,True,True,None"
Driver,"4571,ARVAB,25,False,True,True,True,True,None"
Driver,"4572,LOQNY,20,False,False,True,False,True,None"
Driver,"4573,BDDYE,31,False,False,True,False,True,None"
Driver,"4574,RWKJP,37,True,True,True,True,False,None"
Driver,"4575,VSZKI,60,True,True,True,False,True,None"
Driver,"4576,NQWLV,25,True,True,True,True,False,None"
Driver,"4577,HMJMU,45,True,False,False,True,False,None"
Driver,"4578,VOIQS,37,True,True,False,False,True,None"
Driver,"4579,HVHOO,30,False,False,True,False,True,None"
Driver,"4580,NCVDB,21,True,True,True,True,True,None"
Driver,"4581,SCKVS,23,True,True,True,False,True,None"
Driver,"4582,BOWJA,30,False,True,False,False,True,None"
Driver,"4583,DKOTS,22,False,True,True,True,True,None"
Driver,"4584,GZKIW,60,False,False,False,False,False,None"
Driver,"4585,JIGYA,46,False,False,False,True,True,None"
Driver,"4586,VAHDA,26,True,True,True,False,True,None"
Driver,"4587,YRAZJ,48,False,False,True,True,False,None"
Driver,"4588,PUKYG,28,False,False,True,True,False,None"
Driver,"4589,IOPKF,31,True,True,True,True,True,None"
Driver,"4590,ZWFMP,34,False,False,True,False,True,None"
Driver,"4591,UTRNX,31,False,True,True,True,False,None"
Driver,"4592,CUJNM,32,True,True,True,False,False,None"
Driver,"4593,VQCRJ,28,True,False,True,False,False,None"
Driver,"4594,WQGLN,40,True,False,False,True,True,None"
Driver,"4595,JRNGM,50,False,True,False,False,True,None"
Driver,"4596,WGKMV,44,False,False,True,False,False,None"
Driver,"4597,ASAWF,30,False,False,True,True,False,None"
Driver,"4598,HQMTI,39,False,True,False,False,True,None"
Driver,"4599,OPYPS,41,True,True,False,True,True,None"
Driver,"4600,PZIXI,45,True,True,False,False,True,None"
Driver,"4601,ZSCCU,41,True,True,True,True,True,None"
Driver,"4602,YGLQW,47,True,False,True,False,True,None"
Driver,"4603,MUNIC,25,True,False,True,False,False,None"
Driver,"4604,LPEWZ,25,True,True,True,False,True,None"
Driver,"4605,CMINS,30,False,True,False,False,False,None"
Driver,"4606,AHWOX,29,True,False,False,False,False,None"
Driver,"4607,NSGNA,35,True,True,True,True,True,None"
Driver,"4608,GRFUE,60,False,True,True,False,False,None"
Driver,"4609,PCIOH,48,True,True,False,False,True,None"
Driver,"4610,COKXG,37,True,False,True,True,True,None"
Driver,"4611,KODUV,54,True,False,True,False,True,None"
Driver,"4612,ZUFUX,57,False,True,True,False,True,None"
Driver,"4613,EUWBZ,32,False,True,False,False,True,None"
Driver,"4614,YRQMO,36,False,True,False,True,True,None"
Driver,"4615,MGHJL,20,True,True,True,False,False,None"
Driver,"4616,CWJDO,47,False,True,True,False,False,None"
Driver,"4617,XCSZC,48,True,True,True,True,True,None"
Driver,"4618,DXMNV,52,True,True,True,False,False,None"
Driver,"4619,GUZMD,45,False,False,False,False,False,None"
Driver,"4620,AGUDZ,39,False,False,False,True,True,None"
Driver,"4621,JNYWF,20,False,True,False,True,False,None"
Driver,"4622,HSPTT,25,False,True,True,False,False,None"
Driver,"4623,MYSYP,60,True,False,True,False,False,None"
Driver,"4624,HHOLY,42,False,True,False,False,True,None"
Driver,"4625,PQRUS,49,True,False,True,True,True,None"
Driver,"4626,MXQKI,32,False,False,True,True,True,None"
Driver,"4627,OUJQK,56,True,True,False,False,True,None"
Driver,"4628,JDRRG,20,True,True,True,False,False,None"
Driver,"4629,UHFPI,25,False,True,True,True,False,None"
Driver,"4630,VAIUK,33,True,False,True,True,False,None"
Driver,"4631,OHURM,45,True,False,False,False,True,None"
Driver,"4632,PXWHO,20,False,True,True,True,False,None"
Driver,"4633,MCGXW,31,True,True,True,False,True,None"
Driver,"4634,TLUNA,46,False,False,True,True,False,None"
Driver,"4635,LXOIH,59,True,False,False,False,True,None"
Driver,"4636,SDJAE,60,False,False,False,True,True,None"
Driver,"4637,UUZQF,31,True,True,True,True,False,None"
Driver,"4638,ROJAQ,40,False,False,True,True,True,None"
Driver,"4639,HNCMA,51,False,True,False,False,False,None"
Driver,"4640,DTRGN,59,False,False,False,True,False,None"
Driver,"4641,PYQEK,29,False,True,True,False,True,None"
Driver,"4642,RNOVX,29,False,False,True,True,False,None"
Driver,"4643,ZPPKM,45,False,False,True,False,False,None"
Driver,"4644,MOSGB,20,True,False,True,False,True,None"
Driver,"4645,XSJBW,41,False,True,True,True,False,None"
Driver,"4646,ZXQEJ,60,True,False,False,True,False,None"
Driver,"4647,ZCIDO,45,False,False,True,False,True,None"
Driver,"4648,NNJTY,36,False,True,True,False,True,None"
Driver,"4649,GQRPA,32,False,False,True,True,True,None"
Driver,"4650,FXEAC,22,True,True,True,True,True,None"
Driver,"4651,RDDEN,41,True,True,False,False,False,None"
Driver,"4652,JZSHX,26,True,False,True,True,False,None"
Driver,"4653,CXJLQ,47,True,True,True,True,True,None"
Driver,"4654,YYUAU,41,False,True,True,False,False,None"
Driver,"4655,LTTKI,35,True,False,False,True,False,None"
Driver,"4656,CKFTT,33,False,True,False,True,False,None"
Driver,"4657,GHYJH,54,False,False,True,False,False,None"
Driver,"4658,YNZYO,24,True,False,True,False,False,None"
Driver,"4659,YDHGM,42,False,False,False,False,True,None"
Driver,"4660,PDCIB,36,True,True,False,False,True,None"
Driver,"4661,BJYHS,49,True,False,True,False,False,None"
Driver,"4662,CQQVT,29,True,True,False,True,True,None"
Driver,"4663,IMQQP,43,True,True,False,False,True,None"
Driver,"4664,HCDFB,60,False,False,False,True,False,None"
Driver,"4665,WPCST,34,True,True,False,True,False,None"
Driver,"4666,HUZDT,27,False,False,True,True,True,None"
Driver,"4667,XWLCR,46,True,False,False,True,True,None"
Driver,"4668,JFWYV,52,True,False,True,True,True,None"
Driver,"4669,QGWSY,44,True,False,True,False,False,None"
Driver,"4670,SAKQE,49,False,True,True,False,False,None"
Driver,"4671,XYNRD,48,False,True,True,False,False,None"
Driver,"4672,ETXLC,50,True,False,True,True,True,None"
Driver,"4673,RIAML,59,True,False,False,False,True,None"
Driver,"4674,FKIQL,49,False,False,False,True,False,None"
Driver,"4675,YMVNK,26,True,False,True,False,True,None"
Driver,"4676,FYZOG,56,True,True,True,True,False,None"
Driver,"4677,FUIUR,25,False,True,False,False,False,None"
Driver,"4678,CDNFA,38,True,True,False,True,False,None"
Driver,"4679,PWHKV,25,False,False,True,True,False,None"
Driver,"4680,QQBBE,33,False,True,False,False,True,None"
Driver,"4681,AUWYD,37,False,False,True,True,True,None"
Driver,"4682,DGPGS,45,True,True,True,True,False,None"
Driver,"4683,RSJUQ,42,True,False,True,False,False,None"
Driver,"4684,LNZYL,37,True,False,True,True,False,None"
Driver,"4685,DJZCJ,22,False,True,True,False,True,None"
Driver,"4686,HTRLO,35,False,True,False,True,True,None"
Driver,"4687,CKXEE,32,False,False,False,True,True,None"
Driver,"4688,NSZAW,22,True,True,False,False,True,None"
Driver,"4689,THTDP,37,True,True,True,True,True,None"
Driver,"4690,BZOMP,59,False,True,True,True,False,None"
Driver,"4691,VXUVL,53,False,False,False,True,False,None"
Driver,"4692,JFOYQ,53,False,True,False,False,False,None"
Driver,"4693,ODHQW,41,False,False,True,True,False,None"
Driver,"4694,OQBEX,52,True,True,False,True,False,None"
Driver,"4695,YETYG,45,True,True,False,True,True,None"
Driver,"4696,IUEZJ,32,False,False,True,False,False,None"
Driver,"4697,QTZIR,26,True,False,True,True,False,None"
Driver,"4698,TGXFP,37,False,True,False,True,False,None"
Driver,"4699,QSQER,60,False,True,False,False,True,None"
Driver,"4700,PUVCF,35,False,False,False,False,False,None"
Driver,"4701,NRTNR,39,False,False,False,False,True,None"
Driver,"4702,ERBLV,24,True,False,True,False,False,None"
Driver,"4703,UDJCR,33,True,False,False,True,True,None"
Driver,"4704,DQNII,23,False,False,True,False,True,None"
Driver,"4705,AKMEU,45,True,False,True,False,False,None"
Driver,"4706,TXARZ,57,False,True,True,False,False,None"
Driver,"4707,JWKWC,42,True,True,True,True,True,None"
Driver,"4708,LQVQM,59,False,False,False,False,False,None"
Driver,"4709,ZPAHL,30,False,True,False,True,False,None"
Driver,"4710,GOXJO,21,False,True,False,False,False,None"
Driver,"4711,ZXSYC,25,True,False,True,True,True,None"
Driver,"4712,ETECY,54,False,False,True,True,True,None"
Driver,"4713,MJQDC,25,False,False,True,True,True,None"
Driver,"4714,UPUPR,51,True,True,True,False,True,None"
Driver,"4715,EWAYK,46,True,False,False,False,False,None"
Driver,"4716,BPEZI,52,True,False,True,False,True,None"
Driver,"4717,JWNFJ,41,False,False,False,True,True,None"
Driver,"4718,QAEMN,35,False,True,False,False,True,None"
Driver,"4719,SHOKC,49,True,False,False,True,False,None"
Driver,"4720,RVIFO,26,False,False,True,True,False,None"
Driver,"4721,ANZOX,29,False,True,True,True,False,None"
Driver,"4722,OGPNO,24,False,True,False,False,True,None"
Driver,"4723,HMOYV,46,True,True,False,False,True,None"
Driver,"4724,URXYJ,29,False,True,True,False,False,None"
Driver,"4725,BEOEC,37,True,True,False,True,False,None"
Driver,"4726,KEWWW,25,False,True,False,True,True,None"
Driver,"4727,BMHHV,52,True,False,True,False,False,None"
Driver,"4728,IUNBP,23,False,False,False,False,False,None"
Driver,"4729,GBKNF,25,False,True,True,False,False,None"
Driver,"4730,MZKLS,20,True,True,False,False,False,None"
Driver,"4731,CBIOT,55,False,True,False,True,True,None"
Driver,"4732,DLTNK,24,False,False,False,False,True,None"
Driver,"4733,XSVCY,53,True,False,True,True,True,None"
Driver,"4734,QDETK,45,True,True,True,True,True,None"
Driver,"4735,XTRCW,50,False,True,False,False,False,None"
Driver,"4736,FRGQU,22,True,True,False,True,False,None"
Driver,"4737,GKCJP,22,True,True,True,False,False,None"
Driver,"4738,GMMTV,42,False,False,True,False,False,None"
Driver,"4739,LBQVH,52,False,False,True,True,True,None"
Driver,"4740,SMOFI,43,False,False,False,True,False,None"
Driver,"4741,USXPR,33,False,True,True,False,False,None"
Driver,"4742,JETCQ,36,True,False,False,False,True,None"
Driver,"4743,BZRJJ,39,False,False,True,True,False,None"
Driver,"4744,NNIMR,40,True,True,True,True,False,None"
Driver,"4745,WTVTM,30,True,True,False,True,True,None"
Driver,"4746,FPDMB,50,False,True,True,False,True,None"
Driver,"4747,YUHCS,51,False,True,True,False,False,None"
Driver,"4748,WJYKI,58,True,False,False,True,False,None"
Driver,"4749,IWOFB,28,True,False,False,True,True,None"
Driver,"4750,GQHXZ,54,True,False,False,True,False,None"
Driver,"4751,SBUNX,46,False,True,False,False,False,None"
Driver,"4752,NBWOA,35,False,True,True,True,True,None"
Driver,"4753,AMXYL,48,True,True,False,False,False,None"
Driver,"4754,WBUYE,39,True,False,True,False,False,None"
Driver,"4755,XVGTE,49,True,True,True,False,False,None"
Driver,"4756,JSYXQ,50,True,False,False,False,False,None"
Driver,"4757,MFYZD,23,True,False,False,False,False,None"
Driver,"4758,BQCPB,46,False,True,True,True,False,None"
Driver,"4759,YOQNW,20,True,False,True,False,True,None"
Driver,"4760,MNDYX,51,False,True,True,True,True,None"
Driver,"4761,SUFPS,59,True,False,False,False,False,None"
Driver,"4762,QQJGV,36,False,True,False,True,False,None"
Driver,"4763,MUOWM,40,False,False,False,False,False,None"
Driver,"4764,KPGXR,53,False,True,True,True,True,None"
Driver,"4765,UFEIZ,23,True,False,False,True,True,None"
Driver,"4766,FRSCS,24,True,False,False,False,False,None"
Driver,"4767,JPXDY,45,False,False,False,True,True,None"
Driver,"4768,ZDWRO,38,True,True,True,True,False,None"
Driver,"4769,YHKGQ,25,True,False,False,False,False,None"
Driver,"4770,CMNIS,45,True,False,False,False,False,None"
Driver,"4771,BPCHF,27,True,False,False,False,True,None"
Driver,"4772,TFFCL,23,True,True,True,True,True,None"
Driver,"4773,KGCKN,49,False,False,False,False,True,None"
Driver,"4774,SFQBY,22,True,True,True,True,False,None"
Driver,"4775,UBIJR,46,True,True,False,True,True,None"
Driver,"4776,IHVAL,22,True,True,False,True,False,None"
Driver,"4777,JDFLJ,48,True,True,False,False,True,None"
Driver,"4778,NRCXJ,54,False,False,False,False,False,None"
Driver,"4779,HGMKF,59,True,False,False,False,False,None"
Driver,"4780,VUEEN,39,False,False,True,True,True,None"
Driver,"4781,TPDQJ,41,True,False,False,False,False,None"
Driver,"4782,CPFFC,56,False,True,True,True,True,None"
Driver,"4783,FLOAC,26,False,False,True,False,True,None"
Driver,"4784,PCXUN,50,True,True,True,False,True,None"
Driver,"4785,JIFQV,31,True,False,False,True,True,None"
Driver,"4786,LAVKM,56,False,False,True,True,True,None"
Driver,"4787,IQUBM,44,True,True,True,False,True,None"
Driver,"4788,BSXCS,39,True,False,True,True,False,None"
Driver,"4789,LKKWT,41,False,False,True,True,False,None"
Driver,"4790,PWFEK,47,False,True,False,False,True,None"
Driver,"4791,SIVAT,29,False,False,True,True,True,None"
Driver,"4792,LBDID,25,False,False,False,False,True,None"
Driver,"4793,NAXEK,44,False,True,False,True,False,None"
Driver,"4794,BVCCB,36,True,False,False,False,False,None"
Driver,"4795,OGAEI,26,True,True,True,True,True,None"
Driver,"4796,MRDVL,51,True,False,False,True,False,None"
Driver,"4797,VWYBI,38,True,False,True,False,False,None"
Driver,"4798,FUBPZ,47,True,True,False,True,True,None"
Driver,"4799,URXDY,46,False,False,True,True,False,None"
Driver,"4800,LYDBX,55,True,True,False,True,False,None"
Driver,"4801,OMHGM,58,False,True,True,False,False,None"
Driver,"4802,NSZRW,53,False,True,True,False,True,None"
Driver,"4803,DRFBX,28,True,False,False,False,True,None"
Driver,"4804,UXXMM,27,False,True,False,False,False,None"
Driver,"4805,NOICS,35,True,True,False,True,False,None"
Driver,"4806,SBPBX,29,False,True,True,True,True,None"
Driver,"4807,TPRZE,24,False,True,True,False,True,None"
Driver,"4808,IFQUP,58,True,False,False,True,True,None"
Driver,"4809,BEPXM,58,False,False,False,True,True,None"
Driver,"4810,RZWPD,60,False,False,True,False,False,None"
Driver,"4811,KJWSU,21,False,False,True,False,False,None"
Driver,"4812,IDGQL,31,False,False,False,True,False,None"
Driver,"4813,CCLZR,47,False,True,True,True,True,None"
Driver,"4814,GAMYV,25,False,True,True,True,True,None"
Driver,"4815,ZLRUA,31,True,True,False,False,False,None"
Driver,"4816,SZISR,55,False,False,True,False,True,None"
Driver,"4817,YKHHR,47,False,False,False,True,True,None"
Driver,"4818,ZLVCD,34,True,False,False,False,True,None"
Driver,"4819,AKVFI,24,False,False,True,False,False,None"
Driver,"4820,CVYVF,39,True,True,True,True,True,None"
Driver,"4821,DIYBK,47,False,True,True,True,False,None"
Driver,"4822,YXZOS,56,False,True,True,False,True,None"
Driver,"4823,KTTQT,56,False,False,True,True,True,None"
Driver,"4824,ZLUXA,30,False,False,True,True,True,None"
Driver,"4825,GWPEL,46,True,True,True,False,True,None"
Driver,"4826,PHCHI,53,False,True,False,False,False,None"
Driver,"4827,CUVSM,43,False,False,True,False,True,None"
Driver,"4828,WVLSY,58,False,False,False,True,False,None"
Driver,"4829,SSNXZ,39,False,False,False,True,True,None"
Driver,"4830,ZHDGT,32,True,False,True,True,True,None"
Driver,"4831,NFEYT,23,True,True,False,True,False,None"
Driver,"4832,MUSQE,58,False,True,True,True,True,None"
Driver,"4833,CEHTR,29,False,False,False,True,False,None"
Driver,"4834,QGHPX,45,True,False,True,True,False,None"
Driver,"4835,GZCGH,38,True,False,False,True,False,None"
Driver,"4836,NTVAM,25,True,False,True,False,False,None"
Driver,"4837,HAMFO,51,False,False,True,True,True,None"
Driver,"4838,MWMEK,31,True,True,True,True,False,None"
Driver,"4839,HLXEI,28,True,True,True,False,True,None"
Driver,"4840,MHQJE,40,False,False,True,False,False,None"
Driver,"4841,TEHSX,40,False,True,True,False,True,None"
Driver,"4842,MMGUX,26,False,False,True,False,True,None"
Driver,"4843,TZIMX,50,False,True,True,True,False,None"
Driver,"4844,AYDRZ,56,True,True,False,True,False,None"
Driver,"4845,SYOLF,27,False,False,True,False,False,None"
Driver,"4846,YBXJZ,39,False,False,True,False,True,None"
Driver,"4847,AMTBM,20,True,True,False,True,True,None"
Driver,"4848,WEOHX,30,False,False,True,True,False,None"
Driver,"4849,HDRWI,53,False,False,False,False,False,None"
Driver,"4850,PBOXE,22,True,True,False,False,False,None"
Driver,"4851,LHMQU,32,False,True,False,True,False,None"
Driver,"4852,PKKGC,30,False,False,True,False,False,None"
Driver,"4853,YVDAD,36,True,False,True,False,False,None"
Driver,"4854,XUEBK,52,False,True,False,True,False,None"
Driver,"4855,AADLM,38,False,False,False,True,True,None"
Driver,"4856,BJMHM,21,True,False,True,True,True,None"
Driver,"4857,SNEPP,32,True,True,True,True,True,None"
Driver,"4858,EOEMS,46,True,True,True,False,True,None"
Driver,"4859,JPQYS,46,True,True,False,False,True,None"
Driver,"4860,SWYHJ,25,True,False,False,True,False,None"
Driver,"4861,KIMYH,33,False,False,False,False,True,None"
Driver,"4862,RMWWB,57,True,False,True,False,False,None"
Driver,"4863,VSNED,42,True,True,True,False,False,None"
Driver,"4864,WTSJF,60,False,True,True,True,True,None"
Driver,"4865,UUDYP,46,False,True,False,True,False,None"
Driver,"4866,EBFPV,33,False,False,False,True,False,None"
Driver,"4867,YJNAW,50,True,False,True,False,True,None"
Driver,"4868,GGIXC,40,False,True,False,True,False,None"
Driver,"4869,DVQVY,60,False,True,True,False,False,None"
Driver,"4870,OZZLK,58,True,False,True,True,False,None"
Driver,"4871,PFNZO,43,False,False,True,True,False,None"
Driver,"4872,VLVKY,21,True,False,True,False,False,None"
Driver,"4873,TEGJC,25,False,True,True,False,False,None"
Driver,"4874,YYLRD,49,True,True,True,True,False,None"
Driver,"4875,MCLRU,38,True,False,False,False,False,None"
Driver,"4876,GDJCA,59,True,False,False,False,False,None"
Driver,"4877,HTUBZ,22,False,False,True,False,False,None"
Driver,"4878,FOTWJ,33,False,False,False,False,False,None"
Driver,"4879,ZPYEB,41,False,True,True,True,False,None"
Driver,"4880,UDXEH,40,True,True,False,True,False,None"
Driver,"4881,BFTIT,25,False,True,True,True,False,None"
Driver,"4882,AWVNA,32,True,True,False,True,False,None"
Driver,"4883,FQRNP,29,True,True,False,True,True,None"
Driver,"4884,DDALV,60,True,False,True,False,False,None"
Driver,"4885,GAAEQ,41,False,False,True,True,False,None"
Driver,"4886,CBXON,32,True,False,False,False,True,None"
Driver,"4887,NXSQA,39,False,False,True,False,True,None"
Driver,"4888,KDSVA,21,True,True,False,True,False,None"
Driver,"4889,ZMSAL,56,False,True,False,False,False,None"
Driver,"4890,AROZT,47,True,False,True,False,False,None"
Driver,"4891,BWYIN,24,True,True,True,True,True,None"
Driver,"4892,LDRJV,47,False,False,True,True,False,None"
Driver,"4893,JJNPE,21,False,False,False,True,False,None"
Driver,"4894,DFBDB,30,True,True,True,True,False,None"
Driver,"4895,CDNTI,40,False,True,True,False,False,None"
Driver,"4896,YSKRA,20,False,False,True,False,False,None"
Driver,"4897,CZWQU,36,False,False,True,False,True,None"
Driver,"4898,DICSV,47,False,False,True,True,False,None"
Driver,"4899,ETTDL,55,True,False,False,True,True,None"
Driver,"4900,KUDEN,53,True,False,False,False,True,None"
Driver,"4901,WDAUF,33,False,False,True,True,False,None"
Driver,"4902,QTFEK,20,False,False,False,True,False,None"
Driver,"4903,JJPSD,24,False,False,False,True,True,None"
Driver,"4904,WVHPS,60,True,False,False,True,True,None"
Driver,"4905,PGLFC,47,True,False,False,False,False,None"
Driver,"4906,OCQXM,57,True,False,False,False,False,None"
Driver,"4907,XPWAB,39,False,True,True,False,True,None"
